time,voltage,prim,bis,channel,stim
0.0056,3.3265855086673866e-05,-4.1297610384261263e-07,-1.9681006230857787e-07,0,a
0.0057,3.35523816099376e-05,-3.1718485158787084e-07,3.0494030634874435e-07,0,a
0.0058,3.4130096144062784e-05,3.410623478333194e-07,4.9779457824069304e-08,0,a
0.0059,3.4289042130173824e-05,-2.636377303704047e-07,5.797391993975658e-08,0,a
0.006,3.276146841882636e-05,-1.432630917686011e-07,-1.4882037922686698e-07,0,a
0.0061,3.3700306868757014e-05,-1.0539878984728158e-07,1.971867342978859e-07,0,a
0.0062,3.397284576063195e-05,3.2792247252325297e-07,1.6040562815900546e-07,0,a
0.0063,3.374523583639612e-05,3.3795379270841523e-07,1.0822439937041391e-07,0,a
0.0064,3.471416824688227e-05,2.1927440826396012e-07,-8.420581287039839e-08,0,a
0.0065,3.463066898542384e-05,7.530503391205785e-08,-0.001107542060958048,0,a
0.0066,3.397115093813228e-05,-0.0033222882290814357,-0.0011081675305662797,0,a
0.0067,-0.009932150518997426,-0.0033242833172905752,-9.09815190262269e-05,0,a
0.0068,-0.009938219282886301,-0.00027286925204476897,0.00217678121775355,0,a
0.0069,-0.000784636605196172,0.0032080554241792148,0.0021942417004074772,0,a
0.007,-0.00030798424645978495,0.0032584417839318573,0.0001680326111564742,0,a
0.0071,-0.0001628939310907291,0.00023122858142465236,-0.001040510341985908,0,a
0.0072,-9.095086092221507e-05,8.652439822149086e-05,-0.0010700612480569493,0,a
0.0073,-4.841105179531238e-05,4.82580397610093e-05,-6.630772721774678e-05,0,a
0.0074,-1.8119811807701188e-05,3.2305399771411975e-05,-2.1157771137526285e-05,0,a
0.0075,5.9653383920208605e-06,2.3051084808912016e-05,-1.0901274637979943e-05,0,a
0.0076,2.074220263142367e-05,1.555421584706947e-05,-8.674339003248413e-06,0,a
0.0077,2.8542835733507225e-05,6.2823827616667376e-06,-7.565062398140434e-06,0,a
0.0078,2.4812486677021077e-05,3.55897614490717e-07,-6.327640747169776e-06,0,a
0.0079,2.1809895474895807e-05,-3.4287063944398583e-06,-3.042998254259285e-06,0,a
0.008,1.8256716550187664e-05,-2.846612001111118e-06,-2.690444866007696e-06,0,a
0.0081,1.6272650673687716e-05,-7.715436983532372e-06,-2.164205006168182e-06,0,a
0.0082,-1.3364154757013034e-06,-9.921321412944405e-06,-1.978132472603405e-06,0,a
0.0083,-1.150724768864555e-05,-8.781009418921334e-06,2.175366217347209e-06,0,a
0.0084,-1.0070377583076286e-05,-1.1893383314907396e-06,3.1538600946820808e-06,0,a
0.0085,-4.904430470173524e-06,-4.597411288981642e-07,2.3421299078642067e-06,0,a
0.0086,-1.2886471075340043e-05,-1.7546196953287132e-06,-1.6341841219117055e-08,0,a
0.0087,-1.5334236669062426e-05,-1.2383638551480907e-06,2.0978948116033913e-06,0,a
0.0088,-8.619522035617798e-06,5.833943305912009e-06,3.7287960993503346e-06,0,a
0.0089,4.615358842395986e-06,9.43176860272229e-06,3.174440370007704e-06,0,a
0.009,1.2961069139104442e-05,8.284957254875024e-06,-8.492173109366945e-07,0,a
0.0091,1.6235349729007272e-05,3.286291373101921e-06,-3.808527854541698e-06,0,a
0.0092,1.4474232961701752e-05,-1.993814960902801e-06,-4.848150473342624e-06,0,a
0.0093,6.979624256396035e-06,-6.259494165152847e-06,-4.266621255385852e-06,0,a
0.0094,-2.5431327664512677e-06,-9.513572393055636e-06,-3.2264805144953743e-06,0,a
0.0095,-1.4066484217465153e-05,-1.1673256504388923e-05,-2.0971887267082864e-06,0,a
0.0096,-2.8040145256770732e-05,-1.2551060345277704e-05,-1.3884557250956941e-06,0,a
0.0097,-4.0196313802284375e-05,-1.3678939568342721e-05,-8.441782289799169e-07,0,a
0.0098,-5.51033029224933e-05,-1.4205791191328677e-05,-1.1460103183689066e-06,0,a
0.0099,-7.06575188307568e-05,-1.598909130038442e-05,-8.793111426357492e-07,0,a
0.01,-8.816358770343764e-05,-1.6316872996249967e-05,-7.57759097268567e-07,0,a
0.0101,-0.00010405392191124318,-1.647906848313438e-05,2.9104703377169115e-07,0,a
0.0102,-0.00012009472428015994,-1.511595019906935e-05,7.711340257793747e-07,0,a
0.0103,-0.0001335114383006457,-1.4003470918911838e-05,1.461782883540224e-06,0,a
0.0104,-0.00014606433466797864,-1.2093719832513713e-05,1.2249889101866987e-06,0,a
0.0105,-0.00015637588377770108,-1.1440983468509252e-05,1.0818197964535393e-06,0,a
0.0106,-0.00016783438870617348,-1.075801152955122e-05,8.883531528687688e-07,0,a
0.0107,-0.0001783383692566323,-9.428660373907405e-06,9.597496825015637e-07,0,a
0.0108,-0.00018466186489942335,-8.561734421004563e-06,1.1301865179955228e-06,0,a
0.0109,-0.0001935195919691872,-7.3674519755646535e-06,5.623617564907324e-07,0,a
0.011,-0.0002004407251833262,-7.741575104435204e-06,4.726925334629455e-07,0,a
0.0111,-0.00020788659021272899,-7.143656820615728e-06,4.345930175770772e-07,0,a
0.0112,-0.00021495056243103438,-6.063672922833422e-06,1.0132023471157013e-06,0,a
0.0113,-0.0002186317439518265,-4.701968063088101e-06,1.3207802894722252e-06,0,a
0.0114,-0.0002219924944019933,-3.181315952199051e-06,1.0747554769275774e-06,0,a
0.0115,-0.00022449451028763145,-2.8394064920506904e-06,8.316043760402819e-07,0,a
0.0116,-0.0002271499634279786,-2.207154934967255e-06,3.262272083795804e-07,0,a
0.0117,-0.0002286139592068951,-2.20263432706031e-06,9.847569199528659e-08,0,a
0.0118,-0.00023110241326881228,-2.5439794160648306e-06,-1.370940056483335e-07,0,a
0.0119,-0.0002347819016761732,-2.6184369519122554e-06,-3.42381065077117e-07,0,a
0.012,-0.0002364692700626318,-3.22977752229166e-06,-1.0982551056020026e-07,0,a
0.0121,-0.0002407917458356873,-2.8734559477454314e-06,-1.6600964964346376e-07,0,a
0.0122,-0.00024340226951940946,-3.116465900842647e-06,6.612615056666483e-07,0,a
0.0123,-0.00024581866776515965,-1.2459930052917151e-06,4.624260506188129e-07,0,a
0.0124,-0.0002445297248515625,-1.4861777958889927e-06,6.021096419367433e-07,0,a
0.0125,-0.00024786080290707647,-1.3101369750324172e-06,-2.1663713282373593e-08,0,a
0.0126,-0.00024974907869025696,-1.3109841451388357e-06,5.691434338812869e-07,0,a
0.0127,-0.00024846267728697896,2.2125250575486801e-07,7.507421312222617e-07,0,a
0.0128,-0.0002471970453898119,9.420894186343677e-07,6.944160728101701e-07,0,a
0.0129,-0.00024692281043435385,7.722640732916747e-07,-1.0977852650631862e-07,0,a
0.013,-0.00024614588506710383,-1.0808307376408786e-07,-3.208114588040468e-07,0,a
0.0131,-0.0002475212946111043,-2.034495777777272e-08,-7.5587395176017e-08,0,a
0.0132,-0.0002469838453076871,5.455018877636238e-07,5.450777855834013e-07,0,a
0.0133,-0.000244509379403813,1.527150282986116e-06,5.405094366990977e-07,0,a
0.0134,-0.0002429398437621458,1.60118335231952e-06,3.0743623920382246e-07,0,a
0.0135,-0.00024218029525072872,1.4678106053750916e-06,3.5933689853406095e-08,0,a
0.0136,-0.00024010594758768766,1.6349513525463339e-06,3.468551473394237e-07,0,a
0.0137,-0.00023803498970450683,2.641748794337791e-06,2.9236591384251896e-07,0,a
0.0138,-0.00023425504886771535,2.344908346902649e-06,4.5022455015435297e-08,0,a
0.0139,-0.00023307122254697968,1.7700187175926393e-06,-3.9385602975143215e-07,0,a
0.014,-0.0002327249335517289,1.4601807050834952e-06,-2.411735517745771e-07,0,a
0.0141,-0.00022987450675246497,1.6213876915789171e-06,4.756637702927778e-08,0,a
0.0142,-0.00022820705947224282,1.912717848680473e-06,2.4962986681371473e-09,0,a
0.0143,-0.00022698678000568744,1.4676696010879065e-06,-8.670185130102513e-08,0,a
0.0144,-0.00022547149794920136,1.3612821376758415e-06,-2.453667684412211e-08,0,a
0.0145,-0.00022412321305921516,1.8391078181481072e-06,4.243262515988423e-07,0,a
0.0146,-0.00022146945655124314,2.7406483558844335e-06,4.089730782700792e-07,0,a
0.0147,-0.0002172495528815481,2.5882013724860787e-06,1.4726627645831334e-07,0,a
0.0148,-0.00021635860894175695,2.2809066475230476e-06,-3.2114112326552024e-07,0,a
0.0149,-0.00021462673660867397,1.7772249860878724e-06,7.440911870419939e-09,0,a
0.015,-0.00021191787792328455,2.610524108097339e-06,3.362568875778108e-08,0,a
0.0151,-0.0002085270366174649,2.381783713796391e-06,9.371924472532022e-08,0,a
0.0152,-0.00020748138546728477,2.0583827202638326e-06,-1.6549176540281798e-07,0,a
0.0153,-0.0002057427297624931,2.1140488118888846e-06,1.2522588445985288e-07,0,a
0.0154,-0.00020218489018179815,2.7574613671759503e-06,4.1523667567595814e-07,0,a
0.0155,-0.00019920900136575698,3.3040927472917066e-06,3.118161935833138e-07,0,a
0.0156,-0.000195830451520618,3.0494973926388264e-06,6.546084439842767e-09,0,a
0.0157,-0.00019303639800388172,2.777099620495478e-06,-2.8012119819749177e-07,0,a
0.0158,-0.0001908777025042705,2.4637291526992313e-06,-2.0900778264656364e-07,0,a
0.0159,-0.00018843926406252035,2.4224740446991363e-06,-8.773809476705095e-08,0,a
0.016,-0.0001857689758697842,2.5138853361943245e-06,1.8913383523451975e-07,0,a
0.0161,-0.00018333604649568746,3.03113065840279e-06,7.488179590955334e-09,0,a
0.0162,-0.00017934587208731217,2.444938583472003e-06,1.5117512545840725e-07,0,a
0.0163,-0.00017843416011936814,2.9674107125695454e-06,-3.3169050410958235e-07,0,a
0.0164,-0.00017443381435797883,2.036059146074044e-06,3.1953964853869126e-07,0,a
0.0165,-0.00017323769464909,3.4035575290880765e-06,1.8461140169672955e-08,0,a
0.0166,-0.00016822348753210389,3.022794133078564e-06,4.200404339352339e-07,0,a
0.0167,-0.00016536543195874322,3.296180447879746e-06,-1.3064157147377707e-07,0,a
0.0168,-0.00016334915330545074,3.0116328146667453e-06,-8.872694467580905e-08,0,a
0.0169,-0.00015918858908810368,2.756613299051137e-06,-2.0246118947078165e-07,0,a
0.017,-0.00015709559206158978,2.6887968794674e-06,-2.1216307148007947e-07,0,a
0.0171,-0.00015528276266704851,2.3751436002265077e-06,-1.1929169814358905e-07,0,a
0.0172,-0.00015206315828742413,2.39873820462037e-06,-2.0816108148073073e-08,0,a
0.0173,-0.00014989937744772872,2.6263485550231805e-06,4.629437162683011e-08,0,a
0.0174,-0.00014740371700197895,2.5140267151069976e-06,1.817880166203731e-08,0,a
0.0175,-0.0001445210781421031,2.4532746096064828e-06,-5.302896017290418e-08,0,a
0.0176,-0.00014253955361890927,2.467261674504468e-06,-1.5932240128268258e-07,0,a
0.0177,-0.00014000193197846552,2.03605951125895e-06,-9.315416965745543e-08,0,a
0.0178,-0.0001384128996083263,2.1738121006341165e-06,-6.211856098131837e-08,0,a
0.0179,-0.00013601811731700692,2.280905991560513e-06,-8.123896518349863e-08,0,a
0.018,-0.00013315921400378398,1.792342615708454e-06,-2.4569478842891967e-07,0,a
0.0181,-0.000133035871761201,1.4367277353473568e-06,-2.909058053767175e-07,0,a
0.0182,-0.00013170793411096477,1.4081885754303606e-06,-2.7597706521692144e-08,0,a
0.0183,-0.00012893464827749292,1.7095494961433776e-06,2.0660608906937668e-07,0,a
0.0184,-0.00012790722327277084,2.056546002555487e-06,1.1472339645686469e-07,0,a
0.0185,-0.0001255382961032984,1.7523587648009546e-06,6.070543842291438e-08,0,a
0.0186,-0.00012367757198309,1.8916658114121203e-06,-4.850865057117663e-09,0,a
0.0187,-0.00012223222583853448,2.041993407384134e-06,-2.0481639122067155e-07,0,a
0.0188,-0.00011941231588114592,1.13790959113894e-06,-5.236962444761842e-08,0,a
0.0189,-0.00012026384320967326,1.734556938069265e-06,-2.9453237240117556e-07,0,a
0.019,-0.00011702855502432669,1.1583962901806074e-06,2.6556913881320193e-07,0,a
0.0191,-0.00011593712701060409,1.934617007578546e-06,-2.0236740170668718e-07,0,a
0.0192,-0.00011445999218693759,1.1274547329492032e-06,7.134898510644916e-08,0,a
0.0193,-0.00011364619082547913,1.372443245499955e-06,-2.6071822620672214e-07,0,a
0.0194,-0.00011181979727410419,1.1524623289583798e-06,9.758095240114471e-08,0,a
0.0195,-0.00011100260520006245,1.4201975901526374e-06,-4.6859580419738756e-08,0,a
0.0196,-0.00010938559805502126,1.2318645042407386e-06,1.3431504689043585e-07,0,a
0.0197,-0.00010812420376138198,1.555407469629687e-06,-1.137814924041953e-07,0,a
0.0198,-0.00010633638279117336,1.0788531129400517e-06,6.861754458953025e-08,0,a
0.0199,-0.0001061490387162011,1.4377171380093291e-06,-2.2671538506179348e-07,0,a
0.02,-0.00010381105234735395,8.752613144443069e-07,1.0342053508021994e-07,0,a
0.0201,-0.00010371059884784048,1.3891147181807113e-06,-1.0893087473305165e-07,0,a
0.0202,-0.00010198169456165896,1.1109245138101744e-06,2.3133084473304824e-07,0,a
0.0203,-0.0001004782788059234,1.5692538486434518e-06,-3.6686765693049515e-08,0,a
0.0204,-9.900283730191015e-05,1.2790544211015625e-06,-9.12701874413726e-08,0,a
0.0205,-9.814453129835426e-05,8.371139514860566e-07,-1.3681131735487396e-07,0,a
0.0206,-9.796693695146526e-05,1.1588198965788301e-06,-1.229182572869544e-07,0,a
0.0207,-9.552637761217365e-05,9.102996492406991e-07,5.378269478088023e-08,0,a
0.0208,-9.54136323506322e-05,9.984620358286975e-07,-1.4849051302316078e-07,0,a
0.0209,-9.497155084397914e-05,7.133483575093476e-07,1.3106557758337368e-07,0,a
0.021,-9.33863325396456e-05,1.30349638199082e-06,2.3203709135033435e-07,0,a
0.0211,-9.150314320465977e-05,1.6945733098797008e-06,2.400432847391848e-07,0,a
0.0212,-8.988783091434002e-05,1.4334782117269023e-06,-2.4019232870828213e-09,0,a
0.0213,-8.90858979044649e-05,1.2962906121295715e-06,-5.12441177714548e-07,0,a
0.0214,-8.761427136827103e-05,1.5724977673605648e-07,-1.6944777039514837e-07,0,a
0.0215,-8.941608158413188e-05,9.251349005414571e-07,-1.7029560018202517e-07,0,a
0.0216,-8.63104932028405e-05,7.854038115834961e-07,5.070253217206774e-07,0,a
0.0217,-8.525805993352055e-05,1.6783257418980885e-06,-1.0695290386867902e-07,0,a
0.0218,-8.438110435843763e-05,6.042761889354199e-07,-4.182055693831895e-08,0,a
0.0219,-8.44976646360342e-05,6.599421407685395e-07,-3.5363655629929553e-07,0,a
0.022,-8.327823351121492e-05,6.17416073000202e-07,7.125474872983072e-08,0,a
0.0221,-8.252885613943707e-05,8.180404351249118e-07,2.342509853626453e-07,0,a
0.0222,-8.204354333065942e-05,1.3626950968564753e-06,1.0808303159711623e-07,0,a
0.0223,-7.919014822064551e-05,9.416651677915508e-07,3.67812660972284e-08,0,a
0.0224,-7.970386063606242e-05,9.283842334165972e-07,-3.6861316929478745e-07,0,a
0.0225,-7.925839063040966e-05,2.568555889721129e-07,-2.4866269776179385e-08,0,a
0.0226,-7.841958145372914e-05,8.670663584630126e-07,-1.082242875863487e-07,0,a
0.0227,-7.710266156067338e-05,6.03711370657551e-07,1.1434721704638509e-07,0,a
0.0228,-7.744725651843702e-05,5.998972401112681e-07,2.3359200850307446e-08,0,a
0.0229,-7.661988973339535e-05,9.37143961013935e-07,2.059465042529696e-07,0,a
0.023,-7.429122967763158e-05,1.22155088341646e-06,2.035915016249314e-07,0,a
0.0231,-7.378260386818762e-05,1.2106717449860625e-06,2.0514597459714474e-07,0,a
0.0232,-7.298787449843718e-05,1.5525818848053692e-06,-2.8351204436869013e-07,0,a
0.0233,-6.963348402321546e-05,3.7101475031038915e-07,-1.1218030029785974e-07,0,a
0.0234,-7.266955961725646e-05,8.741308440924836e-07,-4.821589193610102e-07,0,a
0.0235,-7.036548196615974e-05,1.0610512672233857e-07,2.270922102020986e-07,0,a
0.0236,-6.931516864304844e-05,1.052291380916685e-06,-1.0294987471444971e-07,0,a
0.0237,-6.951268547450637e-05,5.652812199491344e-07,1.7217924383945e-07,0,a
0.0238,-6.866963830631236e-05,6.226428582406887e-07,-6.075261302315922e-08,0,a
0.0239,-6.744724006832635e-05,8.700335418472072e-07,-1.116130700615182e-08,0,a
0.024,-6.690258484896475e-05,5.31797298930679e-07,-7.087765672064163e-08,0,a
0.0241,-6.707424640952034e-05,4.1000988807876366e-07,-1.1425267342594827e-07,0,a
0.0242,-6.621721040409007e-05,5.272755215693625e-07,4.535232502927164e-08,0,a
0.0243,-6.532075828425665e-05,6.67854274018494e-07,1.3464437569131937e-07,0,a
0.0244,-6.507068358746484e-05,8.139430151527215e-07,9.174124277472546e-08,0,a
0.0245,-6.377538135863192e-05,8.024992498935389e-07,-8.543026059875704e-08,0,a
0.0246,-6.291326053457604e-05,4.1156349222222304e-07,-5.105088665121032e-08,0,a
0.0247,-6.383599311079818e-05,6.607903551990904e-07,7.591734409873356e-08,0,a
0.0248,-6.179301029303466e-05,1.0302512821897398e-06,2.772955931141131e-07,0,a
0.0249,-5.98225066880068e-05,1.2434502715645625e-06,-1.2550816822679825e-07,0,a
0.025,-6.010564229610448e-05,2.842658505186954e-07,-4.2093550577007154e-07,0,a
0.0251,-6.094021274147859e-05,-2.325552351204748e-07,-2.512051234119144e-07,0,a
0.0252,-6.052017239336821e-05,4.898349013288193e-07,2.414562113826178e-07,0,a
0.0253,-5.863613759211802e-05,1.008634484666549e-06,2.781431533673563e-07,0,a
0.0254,-5.7914309287478944e-05,6.018742249815941e-07,-3.094108867441437e-08,0,a
0.0255,-5.871454971842343e-05,3.9701163530557617e-07,-3.1078035584408887e-07,0,a
0.0256,-5.7445102686201315e-05,7.629341713428242e-08,6.998336288419288e-08,0,a
0.0257,-5.768542903607609e-05,8.118243136341727e-07,-1.3940286677469137e-08,0,a
0.0258,-5.6279076777520926e-05,3.5519077527316865e-07,3.0461092125305954e-07,0,a
0.0259,-5.6379530360381775e-05,9.90126180893461e-07,-1.3662288375457146e-07,0,a
0.026,-5.471505049339571e-05,4.0195566237045835e-07,1.2428361838582837e-07,0,a
0.0261,-5.507320979040958e-05,7.280416304306537e-07,-1.8112777185033235e-07,0,a
0.0262,-5.41954054690898e-05,4.4674286534246416e-07,1.7166153875456904e-07,0,a
0.0263,-5.33748218973683e-05,9.169402786341654e-07,-6.494377632108265e-08,0,a
0.0264,-5.232238895450709e-05,5.332103014674057e-07,2.0048390666987102e-07,0,a
0.0265,-5.259577456468758e-05,1.0481945853520774e-06,-3.778433515307883e-07,0,a
0.0266,-5.023023814131206e-05,-2.165897759581997e-07,-1.6342261441278538e-08,0,a
0.0267,-5.29721582823817e-05,4.841835171435702e-07,-4.014853879152142e-07,0,a
0.0268,-5.1143224013256886e-05,-1.5626157839356523e-07,2.1630737119745664e-07,0,a
0.0269,-5.0699022876492743e-05,4.3233233763417014e-07,3.8288493128110974e-08,0,a
0.027,-5.1675161269479185e-05,5.990489965279031e-07,2.91047379489179e-07,0,a
0.0271,-4.934607702367319e-05,7.168805600739719e-07,5.227538172378665e-08,0,a
0.0272,-4.854838119627082e-05,5.891584828055302e-07,-5.6608298348867297e-08,0,a
0.0273,-4.99076858210626e-05,4.292241014813012e-07,-2.4875596675768907e-07,0,a
0.0274,-4.8058404719229274e-05,-2.9387340199095425e-08,1.2574391744754599e-07,0,a
0.0275,-4.8636543216868134e-05,9.66390235148168e-07,-1.176433582560841e-07,0,a
0.0276,-4.700851511561807e-05,7.629402671304901e-08,1.1453515426854816e-07,0,a
0.0277,-4.782952263909012e-05,3.1421812260654905e-07,-2.8111032155399757e-07,0,a
0.0278,-4.76938888490485e-05,1.230592704861753e-07,7.91195951697495e-08,0,a
0.0279,-4.663933730415955e-05,3.1365281222229743e-07,9.301264321607584e-08,0,a
0.028,-4.688856420242324e-05,5.932560522547766e-07,7.667082079163283e-08,0,a
0.0281,-4.591412069228415e-05,3.530717328610738e-07,1.3525703065888923e-07,0,a
0.0282,-4.5580122105576336e-05,7.194239041989652e-07,-9.743974118529451e-08,0,a
0.0283,-4.473029248982633e-05,3.0093682869889295e-07,-2.5808281374982335e-08,0,a
0.0284,-4.5011310206187485e-05,2.756468887361269e-07,-4.240376172322002e-10,0,a
0.0285,-4.4753181439367935e-05,7.181517913472686e-07,4.257430326240502e-08,0,a
0.0286,-4.257583711578453e-05,4.2865973848610806e-07,4.897878884257549e-08,0,a
0.0287,-4.3725330990729175e-05,4.225832552638532e-07,-1.6158286989044246e-07,0,a
0.0288,-4.3485431673576355e-05,2.3340318167594135e-07,-3.993702001076776e-08,0,a
0.0289,-4.18756275707567e-05,3.0884867845380477e-07,1.1255731210957164e-07,0,a
0.029,-4.279878495536779e-05,7.602551915925681e-07,-1.8969882250621762e-07,0,a
0.0291,-4.1204666098798644e-05,-3.356932858427115e-07,2.0947894148606844e-07,0,a
0.0292,-4.288270742828486e-05,9.372855029120102e-07,-2.083954847036946e-07,0,a
0.0293,-3.9986928446631743e-05,1.350687374814842e-07,2.943438582207541e-07,0,a
0.0294,-4.079945988635418e-05,5.473382888195508e-07,-2.656632434784222e-07,0,a
0.0295,-4.124069256182621e-05,1.4029577247674367e-07,1.1538275427780225e-07,0,a
0.0296,-3.956604112920152e-05,4.812170003148908e-07,-1.1255781921345217e-08,0,a
0.0297,-3.935580888540949e-05,5.135709430555152e-07,8.901157206870746e-09,0,a
0.0298,-3.9699979732659666e-05,1.669992440973559e-07,-1.8150425476083266e-07,0,a
0.0299,-3.906504339690946e-05,-6.329576396760711e-08,-6.38136289289992e-08,0,a
0.03,-3.954569617731232e-05,3.221300562685175e-07,-2.411290189667883e-08,0,a
0.0301,-3.87335895638541e-05,9.466053840731942e-08,2.9170664730558145e-07,0,a
0.0302,-3.878106178168751e-05,8.118241779491372e-07,-1.0073611619754294e-07,0,a
0.0303,-3.7110223643464915e-05,1.9921707675888756e-08,1.1806755277629448e-07,0,a
0.0304,-3.867382444082643e-05,4.488631967362029e-07,-2.7319832299698164e-07,0,a
0.0305,-3.7434472191478905e-05,-7.77079104180762e-09,1.8626053806329967e-07,0,a
0.0306,-3.713353601659034e-05,5.787033218657877e-07,8.476859058582779e-09,0,a
0.0307,-3.693771447522905e-05,4.7429377391195127e-07,1.1599526484418692e-07,0,a
0.0308,-3.601159086974306e-05,3.4021500349075315e-07,4.756758192873468e-09,0,a
0.0309,-3.611289100611807e-05,5.929735964444081e-07,-2.6420195232947574e-08,0,a
0.031,-3.515879368589583e-05,3.9503318821310855e-07,1.695180581853144e-09,0,a
0.0311,-3.482649130510373e-05,3.453005452363125e-07,-2.2200594534255383e-07,0,a
0.0312,-3.507698937040913e-05,-7.304423958325338e-08,-2.7946204670068847e-07,0,a
0.0313,-3.537792640464559e-05,-4.433529518889568e-07,-7.346732586521354e-09,0,a
0.0314,-3.61565501607706e-05,3.2326034747674846e-07,1.0780045435487568e-07,0,a
0.0315,-3.4107208327978895e-05,2.5035712348137366e-07,3.1892771534568546e-07,0,a
0.0316,-3.462685503420147e-05,5.134301941480996e-07,-3.400274723302149e-08,0,a
0.0317,-3.4616259578326304e-05,2.2125210577768394e-07,-1.0342085466660245e-07,0,a
0.0318,-3.3443452010645843e-05,-5.99054405184336e-08,-1.0356198639043657e-07,0,a
0.0319,-3.4806571355756766e-05,2.0274423497678985e-07,9.136544095738491e-09,0,a
0.032,-3.400802687339593e-05,2.486617380648994e-07,3.148305835987472e-07,0,a
0.0321,-3.2697466796451145e-05,8.845863102778078e-07,1.4844350642748957e-07,0,a
0.0322,-3.2152812424923356e-05,6.480747542592585e-07,1.2246166712664335e-09,0,a
0.0323,-3.206380261061815e-05,2.523355880786987e-07,-4.7259869087968654e-07,0,a
0.0324,-3.194046003221505e-05,-5.332097623612518e-07,-1.862138672592442e-07,0,a
0.0325,-3.37524417120071e-05,8.943315248152587e-08,-1.0492791808640105e-07,0,a
0.0326,-3.1795503153173575e-05,-6.244816618050447e-08,3.2387244961428597e-07,0,a
0.0327,-3.2127804530756576e-05,4.384075864816061e-07,9.824037002159866e-08,0,a
0.0328,-3.243721895256227e-05,3.841542625463218e-07,3.165727654737301e-07,0,a
0.0329,-3.0643040365534616e-05,8.872701302406859e-07,-8.39704296837061e-08,0,a
0.033,-2.946599414003451e-05,1.8649629743048782e-07,-1.2225867960804674e-07,0,a
0.0331,-3.1877730060270816e-05,1.7378223722181482e-08,-3.254265175246622e-07,0,a
0.0332,-3.059090569436807e-05,-8.900942233330068e-08,2.1635452403551546e-07,0,a
0.0333,-2.9733022407034407e-05,8.355598695370342e-07,3.861925780913216e-09,0,a
0.0334,-2.937105045165971e-05,2.8964001064921076e-08,-1.2075170962812755e-07,0,a
0.0335,-3.050401369117331e-05,-4.512645512176833e-07,-7.398621100617004e-08,0,a
0.0336,-3.108681606068746e-05,6.136012365185241e-07,1.2659106743822176e-07,0,a
0.0337,-2.753024674210414e-05,4.0873720337958634e-07,2.5897546260497773e-07,0,a
0.0338,-2.927780208103455e-05,3.256618365972499e-07,-2.514403685015115e-07,0,a
0.0339,-3.010983055089571e-05,-1.4071986898601057e-07,-4.7754142824047786e-08,0,a
0.034,-2.7952406349062166e-05,2.6547477490744293e-07,2.2826972876383627e-07,0,a
0.0341,-2.848137775631222e-05,1.0104710228887587e-06,1.7707623495331075e-08,0,a
0.0342,-2.7078417482229438e-05,-8.759699850001724e-08,-6.273064415902396e-08,0,a
0.0343,-2.8215197344562214e-05,7.728284243037098e-08,-3.084252915400265e-07,0,a
0.0344,-2.8249529229021114e-05,8.519514826867909e-08,1.1194495209876335e-07,0,a
0.0345,-2.6822832037423397e-05,2.482378577962728e-07,1.1514727758497672e-07,0,a
0.0346,-2.7470483771173396e-05,4.227246751853012e-07,-1.6742304536733493e-07,0,a
0.0347,-2.698135520346521e-05,-4.170739878333258e-07,-6.857032747530898e-08,0,a
0.0348,-2.8074054000923378e-05,4.252687537034588e-08,-1.9483171193983477e-07,0,a
0.0349,-2.7342903145062355e-05,-1.6177046063420308e-07,2.3382701029939595e-07,0,a
0.035,-2.746666658536782e-05,2.84407043064862e-07,1.4976219194909207e-07,0,a
0.0351,-2.7220832871728792e-05,4.918134512176221e-07,2.124451997360804e-07,0,a
0.0352,-2.5867462791409485e-05,4.7556513857403815e-07,9.004554489344842e-08,0,a
0.0353,-2.6039971169645706e-05,5.545436777452072e-07,-1.384594932006341e-07,0,a
0.0354,-2.555720183849317e-05,7.643497161571983e-08,-1.2838102759568233e-07,0,a
0.0355,-2.563815787656233e-05,9.04220557869911e-08,-1.3704630435332085e-07,0,a
0.0356,-2.576870500228473e-05,1.4340476468524467e-07,1.6911844750310342e-07,0,a
0.0357,-2.5126987544437436e-05,5.837903141250302e-07,-4.365695692743496e-08,0,a
0.0358,-2.388678693418724e-05,-4.054881499531381e-08,-6.988919221757479e-08,0,a
0.0359,-2.589035144727067e-05,-6.626281196747975e-08,-2.148005240725547e-07,0,a
0.036,-2.5325775980339872e-05,-6.061125809263393e-08,2.7691882699533814e-07,0,a
0.0361,-2.406862070846515e-05,7.902076659907006e-07,5.133364098912089e-08,0,a
0.0362,-2.3519728449298565e-05,8.7738110999883e-08,-8.764387800921876e-08,0,a
0.0363,-2.506256164734022e-05,-3.235428921202902e-07,-3.110156399104469e-07,0,a
0.0364,-2.5039249384826024e-05,-1.4283925374064023e-07,1.210341542870927e-07,0,a
0.0365,-2.3948246210520486e-05,4.5084057386116113e-07,2.5680921333020096e-07,0,a
0.0366,-2.371003992575674e-05,4.4688474787031254e-07,2.0783032557558683e-07,0,a
0.0367,-2.369859514121508e-05,4.806517229861203e-07,6.357954515428497e-09,0,a
0.0368,-2.2506291041562125e-05,4.699144374074467e-07,-7.74712745632645e-08,0,a
0.0369,-2.2300296613534407e-05,2.1447092418051903e-07,-1.3586903879169042e-07,0,a
0.037,-2.3055182368673523e-05,7.304460661104894e-08,-2.3067157967595513e-07,0,a
